KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMNOMPRC,TMNOMPRC_FLG,TMYTM
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-03-31,9.4183110153921E+01,D,5.9929318210613E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-04-30,9.4209152920555E+01,D,5.9816728461722E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-05-28,9.3517653501064E+01,D,6.6473600779211E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-06-30,9.3854969377065E+01,D,6.3419474148918E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-07-30,9.4175088411669E+01,D,6.0179371263998E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-08-31,9.4343997950979E+01,D,5.8222530919037E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-09-30,9.4438622750651E+01,D,5.7220057203562E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-10-29,9.4693045452004E+01,D,5.4232461896840E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-11-30,9.5203937444417E+01,D,4.9148885335798E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1976-12-31,9.5356657347766E+01,D,4.7676659362509E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-01-31,9.4566008135050E+01,D,5.5872096541537E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-02-28,9.4688467056666E+01,D,5.4577977196850E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-03-31,9.4788841021658E+01,D,5.3518494397575E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-04-29,9.4732676299328E+01,D,5.4259854171285E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-05-31,9.4511014066339E+01,D,5.6453807313379E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-06-30,9.4545009699934E+01,D,5.6094171758971E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-07-29,9.4032951205935E+01,D,6.1189634620880E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-08-31,9.3954004080734E+01,D,6.2364841763417E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-09-30,9.3743111315413E+01,D,6.4789511520507E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-10-31,9.3442510542300E+01,D,6.7823799307856E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-11-30,9.3589316259084E+01,D,6.6253951550457E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1977-12-30,9.3411016737454E+01,D,6.8348153731234E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-01-31,9.3174077146156E+01,D,7.0700645193896E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-02-28,9.3115116603289E+01,D,7.1333645355080E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-03-31,9.3105316499305E+01,D,7.1635161970700E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-04-28,9.2874559772340E+01,D,7.3517586738621E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-05-31,9.2530599461178E+01,D,7.7630791187909E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-06-30,9.2153767694851E+01,D,8.1936102267436E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-07-31,9.2265221964036E+01,D,8.0502908939514E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-08-31,9.2077645605535E+01,D,8.2537990911626E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-09-29,9.1824073041753E+01,D,8.5530021784014E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-10-31,9.0931826627365E+01,D,9.5060118171326E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-11-30,9.0715912256239E+01,D,9.7437405927731E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1978-12-29,9.0304953470279E+01,D,1.0142213346259E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-01-31,9.0682236101777E+01,D,9.7808701391913E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-02-28,9.0545523677267E+01,D,9.9046080875558E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-03-30,9.0818383793874E+01,D,9.5783614288681E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-04-30,9.0675349772758E+01,D,9.7617201276098E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-05-31,9.0827497002896E+01,D,9.6208115796356E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-06-29,9.1249610861629E+01,D,9.1072430881657E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-07-31,9.0990523011050E+01,D,9.4156865803638E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-08-31,9.0460217621191E+01,D,1.0053546029451E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-09-28,8.9881423776906E+01,D,1.0580923162079E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-10-31,8.8290602899507E+01,D,1.2419624567164E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-11-30,8.9447232136022E+01,D,1.1182770187221E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1979-12-31,8.9416014109476E+01,D,1.1156473688965E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-01-31,8.9034205916078E+01,D,1.1614955395846E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-02-29,8.6634294280779E+01,D,1.4386860789131E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-03-31,8.6174256107216E+01,D,1.4879870597269E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-04-30,9.0145365215747E+01,D,1.0374664957668E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-05-30,9.1849779710756E+01,D,8.5249336290160E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-06-30,9.2113928310245E+01,D,8.2144023865158E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-07-31,9.1481417889358E+01,D,8.9034317507218E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-08-29,8.9516797067592E+01,D,1.1014039238519E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-09-30,8.8912721070855E+01,D,1.1751495954488E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-10-31,8.7879612634267E+01,D,1.2955730363117E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-11-28,8.6739619592135E+01,D,1.4148417718019E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1980-12-31,8.7975373079266E+01,D,1.2811326204756E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-01-30,8.7412160087739E+01,D,1.3490539135352E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-02-27,8.6933217118938E+01,D,1.4041468541470E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-03-31,8.8158681404884E+01,D,1.2603179753650E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-04-30,8.6492762634117E+01,D,1.4510944452045E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-05-29,8.6626940449775E+01,D,1.4395372830707E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-06-30,8.7018011455363E+01,D,1.3905506053833E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-07-31,8.5806826181738E+01,D,1.5349215668690E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-08-31,8.5375103430855E+01,D,1.5811565660909E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-09-30,8.5698871350337E+01,D,1.5433053024544E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-10-30,8.7143250997153E+01,D,1.3799493266811E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-11-30,8.9536634990151E+01,D,1.1052231496085E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1981-12-31,8.7897738706602E+01,D,1.2899610737756E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1982-01-29,8.7254210131250E+01,D,1.3560135106976E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1982-02-26,8.7102335156361E+01,D,1.3733397723567E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1982-03-31,8.7234865325860E+01,D,1.3656610326598E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1982-04-30,8.7542284506442E+01,D,1.3341378096856E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1982-05-28,8.7974667955530E+01,D,1.2707680849947E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1982-06-30,8.6968100911816E+01,D,1.3962879075435E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1982-07-30,8.8480393230096E+01,D,1.2272544346961E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1982-08-31,8.9373571568335E+01,D,1.1234516755383E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1982-09-30,9.0300658444668E+01,D,1.0202543384569E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1982-10-29,9.1007701748865E+01,D,9.3712554829264E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1982-11-30,9.1200544324203E+01,D,9.2109320458480E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1982-12-31,9.1881054065514E+01,D,8.4907964356377E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1983-01-31,9.1656837145894E+01,D,8.7118613875006E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1983-02-28,9.1872609986564E+01,D,8.4535640017576E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1983-03-31,9.1284029517492E+01,D,9.1194336826097E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1983-04-29,9.1701998542768E+01,D,8.6153936085931E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1983-05-31,9.1161597573844E+01,D,9.2283627111425E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1983-06-30,9.1029296565912E+01,D,9.3988790998145E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1983-07-29,9.0235051472051E+01,D,1.0191458171411E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1983-08-31,9.0193260467712E+01,D,1.0293347224430E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1983-09-30,9.0825904160837E+01,D,9.6490013428109E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1983-10-31,9.0908482471034E+01,D,9.5056446235796E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1983-11-30,9.0775507784587E+01,D,9.6516248986710E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1983-12-30,9.0613589152885E+01,D,9.8028848981650E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1984-01-31,9.0881167231084E+01,D,9.5356139964542E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1984-02-29,9.0558193737232E+01,D,9.9177517213225E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1984-03-30,8.9934855436092E+01,D,1.0637605218691E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1984-04-30,8.9847158931186E+01,D,1.0706019338994E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1984-05-31,8.8787412000608E+01,D,1.1892530278832E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1984-06-29,8.8792585146394E+01,D,1.1919360317674E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1984-07-31,8.9086648542479E+01,D,1.1556071074775E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1984-08-31,8.8943772607496E+01,D,1.1748767360234E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1984-09-28,8.9486754815340E+01,D,1.1047422413510E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1984-10-31,9.0375070236411E+01,D,1.0120172834309E+01
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1984-11-30,9.0980888345575E+01,D,9.4780396225468E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1984-12-31,9.1376740901932E+01,D,9.0179215821314E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1985-01-31,9.1541729770853E+01,D,8.8375254602341E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1985-02-28,9.0777116689554E+01,D,9.6762950980438E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1985-03-29,9.0858366870758E+01,D,9.5345856723316E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1985-04-30,9.1464062218495E+01,D,8.9224053497461E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1985-05-31,9.2286817741164E+01,D,8.0489396845520E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1985-06-28,9.2569210203931E+01,D,7.6792820110047E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1985-07-31,9.2171421927127E+01,D,8.1520060878699E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1985-08-30,9.2301341467951E+01,D,8.0331600940573E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1985-09-30,9.2290780179408E+01,D,8.0225939182487E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1985-10-31,9.2523794950200E+01,D,7.7704331846083E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1985-11-29,9.2618888828643E+01,D,7.6887736846613E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1985-12-31,9.2794096019184E+01,D,7.4787168702741E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1986-01-31,9.2722337517199E+01,D,7.5768364695313E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1986-02-28,9.2907002038804E+01,D,7.3773293102955E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1986-03-31,9.3434408283194E+01,D,6.7910511558486E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1986-04-30,9.3709654326033E+01,D,6.4968967622015E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1986-05-30,9.3410902612776E+01,D,6.8349378836006E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1986-06-30,9.3783154098644E+01,D,6.4184939935906E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1986-07-31,9.3991474339698E+01,D,6.1966106345295E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1986-08-29,9.4650409239123E+01,D,5.4680366089322E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1986-09-30,9.4343065608801E+01,D,5.8232413336628E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1986-10-31,9.4520733705749E+01,D,5.6505784130821E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1986-11-28,9.4399781138376E+01,D,5.7317363440328E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1986-12-31,9.4119520358074E+01,D,6.0604718209975E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1987-01-30,9.4281334761634E+01,D,5.9048730559186E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1987-02-27,9.4167951502665E+01,D,5.9762812314021E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1987-03-31,9.3989051119803E+01,D,6.1822512641567E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1987-04-30,9.3392017655958E+01,D,6.8364308474528E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1987-05-29,9.3101572756942E+01,D,7.0896397596491E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1987-06-30,9.3387119300082E+01,D,6.8229829802248E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1987-07-31,9.3318169028298E+01,D,6.9345349715418E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1987-08-31,9.3029952580750E+01,D,7.2051274850070E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1987-09-30,9.2400821003445E+01,D,7.8818383118291E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1987-10-30,9.3472443312891E+01,D,6.7135650360805E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1987-11-30,9.3331308342671E+01,D,6.8826005253252E+00
2000047,DISCBOND,5001,Fama Bliss Discount Bonds - 1-Year (Nominal),1987-12-31,9.3013673032220E+01,D,7.2423681789663E+00
