"","date","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128"
"1",1959-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,NA,40.2,7.41276401742656,5.85793315448346,6.11368217983223,6.22455842927536,5.85793315448346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.34,0.61,0.88,1.53,1.54,1.64,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1959-02-01,0.00393350653913327,0.00357626095319752,0.0103496784001136,0.00739991581939847,0.00730984969427872,0.0193952211673172,0.0134061390270688,0.00862857611864731,0.00730788623688827,0.0052345453576863,0.00951250040624885,0.0132937726162057,0.0311758154605255,0.0450328123976336,0.0173582612234169,0.0182120942214761,-0.0027284337338993,-0.0137161811131907,1.24550000000001,64,0.024806722,-0.00423351297930452,-0.00288509984369689,-0.0999999999999996,-0.800000000000001,-0.0127878980497558,-0.00428633318068528,-0.0890974272897784,-0.0860935246994012,-0.0913280939052035,-0.0282927957565651,0.00399369148046702,0.0049886002728492,-0.0124190136933438,-0.0043529283532493,0.00777076935222354,0.0112635584113683,0.00287218962409597,0.0034380591067702,0.00389069504226569,0.00260492750477326,0.00577734657008477,0.000826787975993781,0.00135626677592882,39.7,0.1,40.3,7.41878088275079,5.84643877505772,6.15060276844628,6.23048144757848,5.8406416573734,NA,NA,NA,NA,NA,NA,0.0454155051831133,NA,0.0244933661040889,0.00343682322508876,-0.0206622520000002,NA,NA,0.00424243060542828,NA,NA,NA,NA,NA,NA,0.000800399000000007,-0.0154002500101882,-0.0164927652381337,0.061175661,-0.00149861272720075,-0.0499999999999998,-0.04,-0.12,0.04,0.18,-0.0499999999999998,-0.0599999999999996,0.0199999999999996,0.0199999999999996,0.83,0.27,0.7,1.11,1.53,1.53,1.71,2.46,NA,0.000255057679198423,0,0.000997186592123001,0.00793041902813368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1959-03-01,0.00643110776900446,0.00737370506452439,0.00939401710279952,-0.0034163700302372,0.00832119934990949,0.0143024054813417,0.00603440888616946,0.00489358127055572,0,0.0193957258662065,-0.00474493928777298,0.0107412418314126,0.0256434138255957,0.0386435637591553,0.0149114894117237,0.0155256868653817,0.00680226075533108,0.0250034889657487,1.0341,103,0.042561243,0.00617463296764775,0.0091129265831178,-0.300000000000001,-0.199999999999999,-0.0630809824048075,-0.0629361401148438,-0.053893217441753,-0.0279087881170765,-0.0736877157911593,-0.0832869611776914,0.00616830397979129,0.00943129833907186,-0.000142015195864431,0.0110129596308504,0.00948186467817713,0.0141543589782849,0.0028639637714285,0.00433993861297743,0.00525613271500447,0.00348851084432678,0.00930376917027864,0.0041237171838624,0.00196947380253221,40,0.2,40.4,7.39018142822643,5.79909265446053,6.02344759296103,6.22059017009974,5.92425579741453,NA,NA,NA,NA,NA,NA,0.0221660897609492,NA,0.0249732636308444,0.00513318871843538,-0.010331125,-0.00144348062963306,0.00136946456367593,0.00622992368652309,0.0116783299497172,0.00951902088993917,0.00198925083518735,-0.00275169962262556,-0.00438340635390855,-0.00129427763252243,0.000357825000000006,0.0250621609219248,0.0247218821272668,-0.0678085820000001,0.031069935974505,0.37,0.0900000000000003,0.0999999999999996,0,0.0699999999999998,0.0300000000000002,0.0300000000000002,-0.00999999999999979,-0.04,0.55,0,0.33,0.81,1.19,1.19,1.33,2.05,NA,0.00220006804736017,0,0.00120953412113445,-0.00514245707979926,-0.00301659353942574,-0.00299850299625648,-0.00326264563481615,0.00952888059603829,-0.0100503358535016,0.0122325684356341,-0.000690250058376307,0.00223463780141619,0.00337252866376447,-2.22501585334101e-05,-0.00300752106395485,0.0052356140539449,-0.00435730536895562,0,0,0,-0.000249285556851664,0.000666295848351872,-0.0011240660162839,0.000261074478860479,-2.18362066152222e-05,-0.00814665077527144,0.00481882883276918,NA,0.00106617161763189,0.00492915354140244,0.00413844060440738,-0.0147923587760088,NA
"4",1959-04-01,0.00649813788613862,0.00701938588267037,-0.00357639959983036,0.0199287882150294,0.000615711965936683,0.0210793165390264,0.0143414927683194,0.0145474444306717,0.0156554033901517,0.00637812552937822,0.0165084144002487,0.0257938851177761,0.0272452608953615,0.029654859216155,0.0304984600760583,0.0211015987331891,0.0040524021507049,-0.00450171835589241,1.5153,65,0.044026278,0.00397340835213811,0.00776537400806987,-0.399999999999999,-0.4,0.0237058171699775,-0.157205049947696,-0.152361647491559,-0.261609832142006,-0.0747869356289392,-0.0550025255498365,0.00577422020951346,0.0104336070912758,0.00156105899862702,0.0236153972091877,0.00822351586440639,0.0124156344873931,0.0022218704585768,0.00314720026820048,0.0029387476379803,0.00482505326893978,-0.00668701115609593,0.00369686188132601,0.00122895431468706,40.2,0.1,40.5,7.37148929521428,5.61677109766657,5.96870755998537,6.2841341610708,5.96100533962327,NA,NA,NA,NA,NA,NA,0.0109901008899502,NA,0.0164137232069947,0.01333654491388,0,-0.00214976793649235,-0.00209301888435842,0.00270094697284051,0.00796032041268013,0.0208256769131694,0.0215340285199613,0.014651215772072,0.00420674300614188,-0.000856670498892154,6.72229999999774e-05,0.0165993569444094,0.0187231051341481,-0.0402032719999998,0.0142989302265124,0.16,0.0699999999999998,0.15,0.14,0.11,0.13,0.13,0.100000000000001,0.0100000000000007,0.46,-0.01,0.31,0.76,1.16,1.16,1.27,1.9,NA,-4.6267379192555e-05,0,0.00135010323925711,-0.00641359393053559,0,0.00599700599251296,0,0.00314948213426813,0.0100503358535016,-0.0183301483037521,0.00138014331649217,0.00223463780141619,-0.00340700250673942,-0.0047058910374127,0.00300752106395485,-0.0052356140539449,0.00433840159859811,0.00345423486808771,0,0,0.00130214169918519,-0.000229274952893377,0.00134899357762874,0.00183491390178414,-2.16335493089526e-05,0.0122034514708859,-0.00488952769101192,NA,-0.00253938880439275,0.0121340270507222,0.00673429566844064,0.0249292434248334,NA
"5",1959-05-01,0.00582627616253184,0.006629480451112,0.0119843152825299,0.00679640882680488,0.00780339503229222,0.0149511275872856,0.00826607018193837,0.00958059303628289,0.00476538065080856,0.0201520903147636,0,0.0318989131145897,0.0254289605881541,0.0340451004567783,0.00894332452840363,0.0138243470427049,0.0147359525752853,-0.0193497819812056,0.923699999999997,66,0.030738014,-0.00235868169739994,-0.00106590878807644,-0.100000000000001,-0.200000000000001,-0.0100909029819629,0.0732663822643334,-0.0738858897602412,-0.0451204352804693,-0.0929358217438621,0.00218499575138686,0.00428554707044526,0.00564081501904745,0.00678351951164657,0.000648088162670035,0.00660795356003341,0.00910243714155001,0.00300752106395485,0.00351782726756156,0.00402672823769556,0.00403513027572888,0.0112241656803604,0.00327466522675124,0.00135010759998622,40.3,0,40.7,7.31188616407716,5.56068163101553,5.87211778947542,6.18826412308259,5.98141421125448,NA,NA,NA,NA,NA,NA,-0.0430375118181061,NA,-0.00304267320319163,0.00570950328523878,-0.0103311259999999,0.00713269785742732,0.00410560734649223,0.00518135874199821,-0.00543546926142824,-0.0200810918523362,-0.0183659495494153,0.00872492996851282,-0.000589497626011237,0.00164734583973081,0.000567432000000007,0.0149490007905166,0.0190234173498407,-0.0346772830000002,0.011409877484827,-0.0600000000000001,0.14,-0.11,0.0600000000000001,0.24,0.23,0.19,0.14,0.0999999999999996,0.66,-0.06,0.43,1.06,1.45,1.41,1.47,2.06,NA,4.6267379192555e-05,0,-0.000710353430687372,-0.000622858942590787,0.00300752106395485,-0.00599700599251296,0.00649352931054814,-0.0126582701032953,0,0.012195159736236,0.00172312795278184,-4.98247414704167e-06,-0.00337268447863925,0.00468384931242616,0.00300752106395485,0.00260756340708079,-1.87404540814562e-05,-1.18906771149341e-05,0,0,-0.00148981919002367,0.000646312973108465,-0.00168653354662363,-0.00201887225081743,-2.14337002079068e-05,-0.00408971654624524,-0.00481928643594898,NA,0.00464566766695551,0.00282830005166446,0.00202039895504136,-0.0153422303014441,NA
"6",1959-06-01,0.00310799720852106,0.00302211479932613,0.00364585197855138,-2.69337677796244e-05,0.00906434122221533,0.00114119755718756,0.00703412215710353,0.00712676319724626,-0.00476538065080856,0.00745623153928454,-0.00704094399000743,0.0232624261917169,-0.00657432794126844,-0.00734572370790243,-0.00300382113809627,0.00114271356137596,0.00530732408561407,0,-0.147299999999987,62,0.0250176650000001,0.00146567417924715,0.00231574500622855,-0.0999999999999996,0.200000000000001,0.0286590757108316,-0.0426894086950504,-0.00207468954086032,0.0621317811070057,-0.0480947538493348,0.0447650994954358,0.00244332450822426,0.00432544443698468,0.00701757265864611,0.00420236597107859,0.00431687793871305,0.00533508805319016,0.00284091100160389,0.00137445007088743,0.00173381436872511,0.00283405650989543,0.00210543738123192,0.00285656182818528,-0.00122729519577902,40.2,0,40.6,7.31521838975297,5.53733426701854,5.83773044716594,6.24997524225948,5.96100533962327,NA,NA,NA,NA,NA,NA,0.0456926156682762,NA,0.00762067948494405,0.00999675104839248,0.0103311259999999,-0.00358533691862917,-0.000731461945890466,0.00406645737646816,0.00340172558698981,0.00147230993742919,-0.00632770272423752,0.00188523578242572,-0.00181919544439557,0.00229636895705809,0.000899164000000008,-0.008664063901338,-0.00549096986871511,0.0383817340000001,-0.0202837097899202,0.49,0.27,0.37,0.19,0.11,0.15,0.0300000000000002,0.0899999999999999,0.0800000000000001,0.44,-0.18,0.13,0.68,1.11,0.95,1.07,1.65,NA,-0.00261746903663163,0,-0.000710858391405722,-0.00416233691468734,-0.00601504212790971,0.00599700599251296,-0.00649352931054814,-4.03132338320233e-05,0,-0.00306267617296374,0.00033931473687776,-4.9603051581748e-06,0.0033613477027048,-2.18362066148892e-05,-0.00300752106395485,-0.00260756340708079,-0.00431966114451665,-1.18090941838567e-05,0.00325203538637764,0.00337268447863925,0.00235022240102678,0.00032894600585287,0.00331579676453142,0.00208739529345792,-0.00461894585629441,0.00399176216025943,0.00479617226349294,NA,-0.00076020517214026,0.00972626525554254,0.00900669197639203,-0.0122518275493562,NA
"7",1959-07-01,-0.000585539823237724,-0.000807840346661592,-0.0033649294270508,0.0121043953735729,-0.000330178207915921,-0.0242387615640665,0.00116823390942322,0.00824801802406672,0.0130564941791476,0.0196086795909713,0.00821049382075545,0.00219339034096677,-0.0611717790452624,-0.105480835217525,0.00473059276388721,-0.018455462303232,0.0131392649059099,-0.0232579184266091,-1.78880000000001,6,-0.0123503910000001,0.00381531997642703,0.0024949959038576,0.0999999999999996,-0.6,0.0443374899161553,0.0836307990724112,-0.0799561762842211,-0.051927610932764,-0.101717524379326,0.0191374683895926,0.00228869244435259,0.00343669390084678,0.0143028196753594,-0.00420236597107859,0.00442634715701473,0.00617052025522646,0.00188946678792057,0.00163518008811891,0.000820232445166269,0.000841010791571506,0.00065818343753854,0.00244200365555169,0.00367737604899787,39.9,-0.1,40.3,7.34407285057307,5.6021188208797,5.91620206260743,6.27852142416584,5.91889385427315,NA,NA,NA,NA,NA,NA,-0.0793751245735645,NA,-0.00799903748851527,0.00770674292992446,0.0309933770000002,-1.2539301304848e-05,-0.00274809907698259,0.00237271490455271,0.00471543790519036,0.017629321118203,0.0272415153853134,-0.0086986113154941,-0.0017953757921374,8.51216628090512e-05,0.00149189999999999,0.0389127592368208,0.0393764157616143,-0.107728157,0.0230999128812122,0.0800000000000001,0.15,-0.00999999999999979,0.3,0.319999999999999,0.0800000000000001,0.0600000000000005,0.00999999999999979,0.04,0.51,-0.27,0.35,0.92,1.11,0.93,1,1.61,NA,-0.000440779026054994,0,-0.000284484906438287,-0.00177425293113062,-9.07247547088375e-06,-0.00599700599251296,-0.0032414939241705,-0.00326144477548151,0,-0.0121673872584265,-0.00103441276196747,-4.93828379788397e-06,-1.12608174229756e-05,-0.00466201310581127,0,0.00260078170005773,0.00430108189939027,-0.00343053509678892,-1.05414622071365e-05,-1.13367759344563e-05,-0.000747630617951245,-0.00152070966661277,-0.00123780965226272,-0.000100021636629588,0,-0.00404015042772699,-0.00479617226349294,NA,-0.00215792185621666,-0.00463064239047384,-0.00099954489816767,0.0293412794938668,NA
"8",1959-08-01,-0.00569526630930373,-0.00571600754363377,0.0059929048834233,-0.0525312323852223,0.00636420630728018,-0.0344661198033465,-0.00702588053673159,-0.00234903098214723,0.00117800359884201,-0.0283101551514213,0.0116157534617147,-0.00877990563111197,-0.0789725569783992,-0.128527215683459,-0.00369166655336395,-0.0403849040984499,0.0065054543644969,0.0163366320392826,-3.51219999999999,-85,-0.031856946,-0.00156237483504817,-0.00257210106762962,0.100000000000001,-0.600000000000001,0.0100063373997257,0.061130140405008,0,0.0324622761446607,-0.0266136485180901,0.0868837958658286,-0.00873628853057618,-0.0248859335440841,-0.0837953164537435,-0.000648088162670035,-0.0273171892859168,-0.0486498761471008,0.00298437353364278,0.000350048135192793,0.00245666835714786,0.0154324635559506,0.00321156438221415,0.00162469572700186,0.000978353997568959,40,0.1,40.4,7.26542972325395,5.4380793089232,5.85793315448346,6.16120732169508,5.92958914338989,NA,NA,NA,NA,NA,NA,-0.0484234289536474,NA,-0.000294377278846625,0.00164374599651751,0.030993378,-0.00212438416813132,0.00032355352924629,0.00305644802890548,-0.0119746707826103,-0.0172692971509569,-0.0179556497078951,-0.00280516006994525,-0.00147319495071985,-0.000164306759680599,0.00223243100000001,-0.00570758641936475,-0.00765808228051057,0.0284266670000002,-0.0186200084645254,0.0299999999999998,-0.00999999999999979,0.18,0.0500000000000003,0.0300000000000002,-0.00999999999999979,0.0299999999999994,-0.04,0.00999999999999979,0.47,-0.12,0.37,0.92,1.07,0.93,0.93,1.59,NA,0.00111317265669331,0,-0.000782751053984398,-0.00282441738051137,-9.12737711145084e-06,-0.00302561160712411,0.0032414939241705,-9.36568310336838e-05,0,-8.41715416521893e-05,-0.000344524740830909,-4.9164087601028e-06,-0.00335008688528182,0.00464037955650243,0,-0.00520156340011546,-1.84201073891721e-05,0.00341880674878592,-0.0032414939241705,-0.0033613477027048,-0.000619816476971735,-0.0051229241857218,0.00089478797664766,-0.000617407219380528,0,0.00394452832619896,-0.00961545869944191,NA,-0.000369770452640417,-0.000472338011498152,-0.000502124736499354,-0.0254954529024465,NA
"9",1959-09-01,0.000788316863746807,-4.27798335929097e-05,0.0100011945969496,0.0147152791618854,-0.0131569978390136,-0.00120586695026947,-0.00471012768858214,-0.00353607461193617,-0.003541165612579,-0.0304231691920562,0.00575766829590174,-0.00774902179254155,-0.0012630653038932,-0.00399958616162621,0.00131849234872661,-0.0024254922573923,0.0205439945023276,-0.00696952465737333,-0.418700000000001,-33,-0.031356176,0.00164991240331069,-0.00114185208450124,0.3,0,-0.00311623810920825,0.135887106316981,0.00672648276095078,0.09820970229966,-0.0776251620305359,-0.0470456924891085,0.0017234277990994,0.000157476182053529,-0.0219789067187746,-0.0110822516228186,0.00341476559819753,0.00531104700584528,0.00078388339829516,0.00259237288912217,-0.00118208697556454,-0.00653066627148036,-0.000838391067388145,0.00243210496861224,0.00706458480189198,40,-0.1,40.4,7.33953769540767,5.48893772615669,5.89164421182577,6.32793678372919,5.92958914338989,NA,NA,NA,NA,NA,NA,0.0268867137760864,NA,0.0150074303391996,-0.00427937237519238,-0.0103311260000001,-0.00777313125719026,-0.00304516682076983,-0.00137917468418358,0.00398269778017557,0.00660251164787828,0.0121690474844609,-0.0067150144005983,-0.000609526778132974,-0.000844133674939407,0.00113869799999999,-0.0403661500605148,-0.0405017341262122,0.136746474,-0.0569760798619217,0.26,0.66,0.66,0.83,0.58,0.33,0.25,0.0899999999999999,0.0899999999999999,0.87,0.28,0.94,1.24,1.14,0.92,0.76,1.42,NA,0.00247699646295052,0.000719779735704584,-0.00206655813587719,-0.00304254549349849,0.0150740594327115,0.0210168991895219,0,0.016218079202543,0,0.0245308900779668,0.00136740028508742,-4.89467875031124e-06,0.00333890126551495,-2.14337002080178e-05,0.00598804184462276,0.00520156340011546,-1.82630055434174e-05,-0.00341880674878592,0.00323102058144675,0.00335008688528182,0.00110367208410356,0.00635055966285858,0.000722251362859971,-8.63411684814963e-06,0,-0.00399177130471984,0.0144347451353909,NA,-0.00352622055119234,-0.0130876244206508,-0.00668517358975862,0.0163329048166094,NA
"10",1959-10-01,0.00122307365098795,0.00119714409953442,-0.00682331441018658,0.00157403598689854,0.00728801770577547,-0.00729232056731544,-0.00236546532533488,-0.00473142144196137,-0.00473714845177131,0.0229058877708987,-0.0127114327608382,-0.00780953838083054,-0.0101821639712045,-0.0161780428060578,-0.0188365318635548,-0.00854058176505346,0.00253685129272041,-0.00584347844914124,-0.895200000000003,-52,-0.027978862,0.00401846703559272,0.00217456767857627,0.2,-0.799999999999999,0.0883629392892553,0.0132452267500209,-0.0134985176708957,-0.0293806443932203,0.00223964259350495,0.131090444354324,-0.00131103346929962,-0.00668828361510165,0.00473970767282594,-0.0115379555888229,-0.00631331835220905,-0.0079203853744314,-0.00408292024479273,0.0016567603958233,0.000272913351706094,0.00155159069141853,0.00180349270558011,0.00282999986733667,0.00315075393953457,39.6,0,40.1,7.2115567333138,5.53733426701854,5.72031177660741,6.09356977004514,5.8664680569333,NA,NA,NA,NA,NA,NA,0.018725930022585,NA,0.0129466967111007,0.00318384193936083,0.0103311260000001,0.00281029218346074,-0.0016859427338396,-0.00414897364900924,-0.00242645466475899,-0.00247190827909183,-0.0051713808181004,-0.000558851137233418,0.00140816357947893,0.000535972049097388,0.001188934,-0.000876808473534219,-0.00278118788677695,0.0144847860000001,-0.0177002013101015,0.22,0.100000000000001,0.00999999999999979,-0.17,-0.2,-0.180000000000001,-0.149999999999999,0.0500000000000007,0.100000000000001,0.75,0.07,0.55,0.82,0.74,0.55,0.59,1.3,NA,0.00316255068009474,0.000360112080098673,0.000926916287398827,-0.00410634954480981,-0.0210709561158113,-0.0269689756328568,0,-0.0129870586210963,0,-0.00623701682192523,0.00101694201301417,-0.00220994565080268,-1.11111728404722e-05,-0.00461894585629441,-0.00598804184462276,-0.00260078170005773,-1.81079050065591e-05,0.0034071583216142,-0.00323102058144675,-0.00335008688528182,-0.000129147236663574,-0.00239901344911253,-0.000229586756983924,0.000420914324776422,0,0.00389839917000945,-0.00963857287189795,NA,-0.000703605987908418,-0.00160136715927983,-0.00300678944038602,-0.00339730328103549,NA
